Season,MatchID,Sum of MatchWeek,HomeTeam,AwayTeam,Sum of FullTimeHomeTeamGoals,Sum of FullTimeAwayTeamGoals,FullTimeResult,Sum of HomeTeamPoints,Sum of AwayTeamPoints
2000-2001,2000-2001_Leicester_Coventry,31,Leicester,Coventry,1,3,A,0,3
2000-2001,2000-2001_Leicester_Derby,10,Leicester,Derby,2,1,H,3,0
2000-2001,2000-2001_Leicester_Everton,6,Leicester,Everton,1,1,D,1,1
2000-2001,2000-2001_Leicester_Ipswich,3,Leicester,Ipswich,2,1,H,3,0
2000-2001,2000-2001_Leicester_Leeds,15,Leicester,Leeds,3,1,H,3,0
2000-2001,2000-2001_Leicester_Liverpool,28,Leicester,Liverpool,2,0,H,3,0
2000-2001,2000-2001_Leicester_Man City,32,Leicester,Man City,1,2,A,0,3
2000-2001,2000-2001_Leicester_Man United,8,Leicester,Man United,0,3,A,0,3
2000-2001,2000-2001_Leicester_Middlesbrough,34,Leicester,Middlesbrough,0,3,A,0,3
2000-2001,2000-2001_Leicester_Newcastle,12,Leicester,Newcastle,1,1,D,1,1
2000-2001,2000-2001_Leicester_Southampton,4,Leicester,Southampton,1,0,H,3,0
2000-2001,2000-2001_Leicester_Sunderland,27,Leicester,Sunderland,2,0,H,3,0
2000-2001,2000-2001_Leicester_Tottenham,37,Leicester,Tottenham,4,2,H,3,0
2000-2001,2000-2001_Leicester_West Ham,18,Leicester,West Ham,2,1,H,3,0
2000-2001,2000-2001_Liverpool_Arsenal,18,Liverpool,Arsenal,4,0,H,3,0
2000-2001,2000-2001_Liverpool_Aston Villa,3,Liverpool,Aston Villa,3,1,H,3,0
2000-2001,2000-2001_Liverpool_Bradford,1,Liverpool,Bradford,1,0,H,3,0
2000-2001,2000-2001_Liverpool_Charlton,15,Liverpool,Charlton,3,0,H,3,0
2000-2001,2000-2001_Liverpool_Chelsea,37,Liverpool,Chelsea,2,2,D,1,1
2000-2001,2000-2001_Liverpool_Coventry,12,Liverpool,Coventry,4,1,H,3,0
2000-2001,2000-2001_Liverpool_Derby,29,Liverpool,Derby,1,1,D,1,1
2000-2001,2000-2001_Liverpool_Everton,10,Liverpool,Everton,3,1,H,3,0
2000-2001,2000-2001_Liverpool_Ipswich,16,Liverpool,Ipswich,0,1,A,0,3
2000-2001,2000-2001_Liverpool_Leeds,32,Liverpool,Leeds,1,2,A,0,3
2000-2001,2000-2001_Liverpool_Leicester,9,Liverpool,Leicester,1,0,H,3,0
2000-2001,2000-2001_Liverpool_Man City,4,Liverpool,Man City,3,2,H,3,0
2000-2001,2000-2001_Liverpool_Man United,30,Liverpool,Man United,2,0,H,3,0
2000-2001,2000-2001_Liverpool_Middlesbrough,23,Liverpool,Middlesbrough,0,0,D,1,1
2000-2001,2000-2001_Liverpool_Newcastle,37,Liverpool,Newcastle,3,0,H,3,0
2000-2001,2000-2001_Liverpool_Southampton,21,Liverpool,Southampton,2,1,H,3,0
2000-2001,2000-2001_Liverpool_Sunderland,6,Liverpool,Sunderland,1,1,D,1,1
2000-2001,2000-2001_Liverpool_Tottenham,34,Liverpool,Tottenham,3,1,H,3,0
2000-2001,2000-2001_Liverpool_West Ham,25,Liverpool,West Ham,3,0,H,3,0
2000-2001,2000-2001_Man City_Arsenal,31,Man City,Arsenal,0,4,A,0,3
2000-2001,2000-2001_Man City_Aston Villa,30,Man City,Aston Villa,1,3,A,0,3
2000-2001,2000-2001_Man City_Bradford,8,Man City,Bradford,2,0,H,3,0
2000-2001,2000-2001_Man City_Charlton,20,Man City,Charlton,1,4,A,0,3
2000-2001,2000-2001_Man City_Chelsea,38,Man City,Chelsea,1,2,A,0,3
2000-2001,2000-2001_Man City_Coventry,2,Man City,Coventry,1,2,A,0,3
2000-2001,2000-2001_Man City_Derby,19,Man City,Derby,0,0,D,1,1
2000-2001,2000-2001_Man City_Everton,16,Man City,Everton,5,0,H,3,0
2000-2001,2000-2001_Man City_Ipswich,14,Man City,Ipswich,2,3,A,0,3
2000-2001,2000-2001_Man City_Leeds,22,Man City,Leeds,0,4,A,0,3
2000-2001,2000-2001_Man City_Leicester,11,Man City,Leicester,0,1,A,0,3
2000-2001,2000-2001_Man City_Liverpool,24,Man City,Liverpool,1,1,D,1,1
2000-2001,2000-2001_Man City_Man United,13,Man City,Man United,0,1,A,0,3
2000-2001,2000-2001_Man City_Middlesbrough,5,Man City,Middlesbrough,1,1,D,1,1
2000-2001,2000-2001_Man City_Newcastle,7,Man City,Newcastle,0,1,A,0,3
2000-2001,2000-2001_Man City_Southampton,28,Man City,Southampton,0,1,A,0,3
2000-2001,2000-2001_Man City_Sunderland,1,Man City,Sunderland,4,2,H,3,0
2000-2001,2000-2001_Man City_Tottenham,26,Man City,Tottenham,0,1,A,0,3
2000-2001,2000-2001_Man City_West Ham,35,Man City,West Ham,1,0,H,3,0
2000-2001,2000-2001_Man United_Arsenal,27,Man United,Arsenal,6,1,H,3,0
2000-2001,2000-2001_Man United_Aston Villa,23,Man United,Aston Villa,2,0,H,3,0
2000-2001,2000-2001_Man United_Bradford,3,Man United,Bradford,6,0,H,3,0
2000-2001,2000-2001_Man United_Charlton,31,Man United,Charlton,2,1,H,3,0
2000-2001,2000-2001_Man United_Chelsea,6,Man United,Chelsea,3,3,D,1,1
2000-2001,2000-2001_Man United_Coventry,32,Man United,Coventry,4,2,H,3,0
2000-2001,2000-2001_Man United_Derby,37,Man United,Derby,0,1,A,0,3
2000-2001,2000-2001_Man United_Everton,25,Man United,Everton,1,0,H,3,0
2000-2001,2000-2001_Man United_Ipswich,18,Man United,Ipswich,2,0,H,3,0
2000-2001,2000-2001_Man United_Leeds,9,Man United,Leeds,3,0,H,3,0
2000-2001,2000-2001_Man United_Leicester,29,Man United,Leicester,2,0,H,3,0
2000-2001,2000-2001_Man United_Liverpool,17,Man United,Liverpool,0,1,A,0,3
2000-2001,2000-2001_Man United_Man City,34,Man United,Man City,1,1,D,1,1
2000-2001,2000-2001_Man United_Middlesbrough,12,Man United,Middlesbrough,2,1,H,3,0
2000-2001,2000-2001_Man United_Newcastle,1,Man United,Newcastle,2,0,H,3,0
2000-2001,2000-2001_Man United_Southampton,10,Man United,Southampton,5,0,H,3,0
2000-2001,2000-2001_Man United_Sunderland,4,Man United,Sunderland,3,0,H,3,0
2000-2001,2000-2001_Man United_Tottenham,15,Man United,Tottenham,2,0,H,3,0
2000-2001,2000-2001_Man United_West Ham,21,Man United,West Ham,3,1,H,3,0
2000-2001,2000-2001_Middlesbrough_Arsenal,11,Middlesbrough,Arsenal,0,1,A,0,3
2000-2001,2000-2001_Middlesbrough_Aston Villa,6,Middlesbrough,Aston Villa,1,1,D,1,1
2000-2001,2000-2001_Middlesbrough_Bradford,14,Middlesbrough,Bradford,2,2,D,1,1
2000-2001,2000-2001_Middlesbrough_Charlton,28,Middlesbrough,Charlton,0,0,D,1,1
2000-2001,2000-2001_Middlesbrough_Chelsea,17,Middlesbrough,Chelsea,1,0,H,3,0
2000-2001,2000-2001_Middlesbrough_Coventry,20,Middlesbrough,Coventry,1,1,D,1,1
2000-2001,2000-2001_Middlesbrough_Derby,22,Middlesbrough,Derby,4,0,H,3,0
2000-2001,2000-2001_Middlesbrough_Everton,4,Middlesbrough,Everton,1,2,A,0,3
2000-2001,2000-2001_Middlesbrough_Ipswich,33,Middlesbrough,Ipswich,1,2,A,0,3
2000-2001,2000-2001_Middlesbrough_Leeds,2,Middlesbrough,Leeds,1,2,A,0,3
2000-2001,2000-2001_Middlesbrough_Leicester,13,Middlesbrough,Leicester,0,3,A,0,3
2000-2001,2000-2001_Middlesbrough_Liverpool,19,Middlesbrough,Liverpool,1,0,H,3,0
2000-2001,2000-2001_Middlesbrough_Man City,25,Middlesbrough,Man City,1,1,D,1,1
2000-2001,2000-2001_Middlesbrough_Man United,35,Middlesbrough,Man United,0,2,A,0,3
2000-2001,2000-2001_Middlesbrough_Newcastle,8,Middlesbrough,Newcastle,1,3,A,0,3
2000-2001,2000-2001_Middlesbrough_Southampton,27,Middlesbrough,Southampton,0,1,A,0,3
2000-2001,2000-2001_Middlesbrough_Sunderland,31,Middlesbrough,Sunderland,0,0,D,1,1
2000-2001,2000-2001_Middlesbrough_Tottenham,1,Middlesbrough,Tottenham,1,1,D,1,1
2000-2001,2000-2001_Middlesbrough_West Ham,38,Middlesbrough,West Ham,2,1,H,3,0
2000-2001,2000-2001_Newcastle_Arsenal,37,Newcastle,Arsenal,0,0,D,1,1
2000-2001,2000-2001_Newcastle_Aston Villa,38,Newcastle,Aston Villa,3,0,H,3,0
2000-2001,2000-2001_Newcastle_Bradford,17,Newcastle,Bradford,2,1,H,3,0
2000-2001,2000-2001_Newcastle_Charlton,6,Newcastle,Charlton,0,1,A,0,3
2000-2001,2000-2001_Newcastle_Chelsea,4,Newcastle,Chelsea,0,0,D,1,1
2000-2001,2000-2001_Newcastle_Coventry,22,Newcastle,Coventry,3,1,H,3,0
2000-2001,2000-2001_Newcastle_Derby,1,Newcastle,Derby,3,2,H,3,0
2000-2001,2000-2001_Newcastle_Everton,9,Newcastle,Everton,0,1,A,0,3
2000-2001,2000-2001_Newcastle_Ipswich,11,Newcastle,Ipswich,2,1,H,3,0
2000-2001,2000-2001_Newcastle_Leeds,19,Newcastle,Leeds,2,1,H,3,0
2000-2001,2000-2001_Newcastle_Leicester,35,Newcastle,Leicester,1,0,H,3,0
2000-2001,2000-2001_Newcastle_Liverpool,14,Newcastle,Liverpool,2,1,H,3,0
2000-2001,2000-2001_Newcastle_Man City,27,Newcastle,Man City,0,1,A,0,3
2000-2001,2000-2001_Newcastle_Man United,20,Newcastle,Man United,1,1,D,1,1
2000-2001,2000-2001_Newcastle_Middlesbrough,29,Newcastle,Middlesbrough,1,2,A,0,3
2000-2001,2000-2001_Newcastle_Southampton,36,Newcastle,Southampton,1,1,D,1,1
2000-2001,2000-2001_Newcastle_Sunderland,13,Newcastle,Sunderland,1,2,A,0,3
2000-2001,2000-2001_Newcastle_Tottenham,2,Newcastle,Tottenham,2,0,H,3,0
2000-2001,2000-2001_Newcastle_West Ham,33,Newcastle,West Ham,2,1,H,3,0
2000-2001,2000-2001_Southampton_Arsenal,38,Southampton,Arsenal,3,2,H,3,0
2000-2001,2000-2001_Southampton_Aston Villa,13,Southampton,Aston Villa,2,0,H,3,0
2000-2001,2000-2001_Southampton_Bradford,26,Southampton,Bradford,2,0,H,3,0
2000-2001,2000-2001_Southampton_Charlton,22,Southampton,Charlton,0,0,D,1,1
2000-2001,2000-2001_Southampton_Chelsea,11,Southampton,Chelsea,3,2,H,3,0
2000-2001,2000-2001_Southampton_Coventry,1,Southampton,Coventry,1,2,A,0,3
2000-2001,2000-2001_Southampton_Derby,20,Southampton,Derby,1,0,H,3,0
2000-2001,2000-2001_Southampton_Everton,29,Southampton,Everton,1,0,H,3,0
2000-2001,2000-2001_Southampton_Ipswich,30,Southampton,Ipswich,0,3,A,0,3
2000-2001,2000-2001_Southampton_Leeds,16,Southampton,Leeds,1,0,H,3,0
2000-2001,2000-2001_Southampton_Leicester,24,Southampton,Leicester,1,0,H,3,0
2000-2001,2000-2001_Southampton_Liverpool,2,Southampton,Liverpool,3,3,D,1,1
2000-2001,2000-2001_Southampton_Man City,9,Southampton,Man City,0,2,A,0,3
2000-2001,2000-2001_Southampton_Man United,37,Southampton,Man United,2,1,H,3,0
2000-2001,2000-2001_Southampton_Middlesbrough,7,Southampton,Middlesbrough,1,3,A,0,3
2000-2001,2000-2001_Southampton_Newcastle,5,Southampton,Newcastle,2,0,H,3,0
2000-2001,2000-2001_Southampton_Sunderland,35,Southampton,Sunderland,0,1,A,0,3
2000-2001,2000-2001_Southampton_Tottenham,19,Southampton,Tottenham,2,0,H,3,0
2000-2001,2000-2001_Southampton_West Ham,14,Southampton,West Ham,2,3,A,0,3
2000-2001,2000-2001_Sunderland_Arsenal,1,Sunderland,Arsenal,1,0,H,3,0
2000-2001,2000-2001_Sunderland_Aston Villa,28,Sunderland,Aston Villa,1,1,D,1,1
2000-2001,2000-2001_Sunderland_Bradford,23,Sunderland,Bradford,0,0,D,1,1
2000-2001,2000-2001_Sunderland_Charlton,37,Sunderland,Charlton,3,2,H,3,0
2000-2001,2000-2001_Sunderland_Chelsea,8,Sunderland,Chelsea,1,0,H,3,0
2000-2001,2000-2001_Sunderland_Coventry,10,Sunderland,Coventry,1,0,H,3,0
2000-2001,2000-2001_Sunderland_Derby,5,Sunderland,Derby,2,1,H,3,0
2000-2001,2000-2001_Sunderland_Everton,15,Sunderland,Everton,2,0,H,3,0
2000-2001,2000-2001_Sunderland_Ipswich,21,Sunderland,Ipswich,4,1,H,3,0
2000-2001,2000-2001_Sunderland_Leeds,30,Sunderland,Leeds,0,2,A,0,3
2000-2001,2000-2001_Sunderland_Leicester,8,Sunderland,Leicester,0,0,D,1,1
2000-2001,2000-2001_Sunderland_Liverpool,26,Sunderland,Liverpool,1,1,D,1,1
2000-2001,2000-2001_Sunderland_Man City,18,Sunderland,Man City,1,0,H,3,0
2000-2001,2000-2001_Sunderland_Man United,24,Sunderland,Man United,0,1,A,0,3
2000-2001,2000-2001_Sunderland_Middlesbrough,16,Sunderland,Middlesbrough,1,0,H,3,0
2000-2001,2000-2001_Sunderland_Newcastle,34,Sunderland,Newcastle,1,1,D,1,1
2000-2001,2000-2001_Sunderland_Southampton,12,Sunderland,Southampton,2,2,D,1,1
2000-2001,2000-2001_Sunderland_Tottenham,32,Sunderland,Tottenham,2,3,A,0,3
2000-2001,2000-2001_Sunderland_West Ham,3,Sunderland,West Ham,1,1,D,1,1
2000-2001,2000-2001_Tottenham_Arsenal,17,Tottenham,Arsenal,1,1,D,1,1
2000-2001,2000-2001_Tottenham_Aston Villa,35,Tottenham,Aston Villa,0,0,D,1,1
2000-2001,2000-2001_Tottenham_Bradford,31,Tottenham,Bradford,2,1,H,3,0
2000-2001,2000-2001_Tottenham_Charlton,25,Tottenham,Charlton,0,0,D,1,1
2000-2001,2000-2001_Tottenham_Chelsea,33,Tottenham,Chelsea,0,3,A,0,3
2000-2001,2000-2001_Tottenham_Coventry,29,Tottenham,Coventry,3,0,H,3,0
2000-2001,2000-2001_Tottenham_Derby,9,Tottenham,Derby,3,1,H,3,0
2000-2001,2000-2001_Tottenham_Everton,3,Tottenham,Everton,3,2,H,3,0
2000-2001,2000-2001_Tottenham_Ipswich,1,Tottenham,Ipswich,3,1,H,3,0
2000-2001,2000-2001_Tottenham_Leeds,27,Tottenham,Leeds,1,2,A,0,3
2000-2001,2000-2001_Tottenham_Leicester,14,Tottenham,Leicester,3,0,H,3,0
2000-2001,2000-2001_Tottenham_Liverpool,13,Tottenham,Liverpool,2,1,H,3,0
2000-2001,2000-2001_Tottenham_Man City,6,Tottenham,Man City,0,0,D,1,1
2000-2001,2000-2001_Tottenham_Man United,38,Tottenham,Man United,3,1,H,3,0
2000-2001,2000-2001_Tottenham_Middlesbrough,18,Tottenham,Middlesbrough,0,0,D,1,1
2000-2001,2000-2001_Tottenham_Newcastle,21,Tottenham,Newcastle,4,2,H,3,0
2000-2001,2000-2001_Tottenham_Southampton,23,Tottenham,Southampton,0,0,D,1,1
2000-2001,2000-2001_Tottenham_Sunderland,11,Tottenham,Sunderland,2,1,H,3,0
2000-2001,2000-2001_Tottenham_West Ham,4,Tottenham,West Ham,1,0,H,3,0
2000-2001,2000-2001_West Ham_Arsenal,9,West Ham,Arsenal,1,2,A,0,3
2000-2001,2000-2001_West Ham_Aston Villa,16,West Ham,Aston Villa,1,1,D,1,1
2000-2001,2000-2001_West Ham_Bradford,7,West Ham,Bradford,1,1,D,1,1
2000-2001,2000-2001_West Ham_Charlton,19,West Ham,Charlton,5,0,H,3,0
2000-2001,2000-2001_West Ham_Chelsea,28,West Ham,Chelsea,0,2,A,0,3
2000-2001,2000-2001_West Ham_Coventry,26,West Ham,Coventry,1,1,D,1,1
2000-2001,2000-2001_West Ham_Derby,32,West Ham,Derby,3,1,H,3,0
2000-2001,2000-2001_West Ham_Everton,30,West Ham,Everton,0,2,A,0,3
2000-2001,2000-2001_West Ham_Ipswich,29,West Ham,Ipswich,0,1,A,0,3
2000-2001,2000-2001_West Ham_Leeds,34,West Ham,Leeds,0,2,A,0,3
2000-2001,2000-2001_West Ham_Leicester,1,West Ham,Leicester,0,1,A,0,3
2000-2001,2000-2001_West Ham_Liverpool,5,West Ham,Liverpool,1,1,D,1,1
2000-2001,2000-2001_West Ham_Man City,12,West Ham,Man City,4,1,H,3,0
2000-2001,2000-2001_West Ham_Man United,2,West Ham,Man United,2,2,D,1,1
2000-2001,2000-2001_West Ham_Middlesbrough,15,West Ham,Middlesbrough,1,0,H,3,0
2000-2001,2000-2001_West Ham_Newcastle,10,West Ham,Newcastle,1,0,H,3,0
2000-2001,2000-2001_West Ham_Southampton,37,West Ham,Southampton,3,0,H,3,0
2000-2001,2000-2001_West Ham_Sunderland,22,West Ham,Sunderland,0,2,A,0,3
2000-2001,2000-2001_West Ham_Tottenham,24,West Ham,Tottenham,0,0,D,1,1
2001-2002,2001-2002_Arsenal_Aston Villa,15,Arsenal,Aston Villa,3,2,H,3,0
2001-2002,2001-2002_Arsenal_Blackburn,8,Arsenal,Blackburn,3,3,D,1,1
2001-2002,2001-2002_Arsenal_Bolton,5,Arsenal,Bolton,1,1,D,1,1
2001-2002,2001-2002_Arsenal_Charlton,11,Arsenal,Charlton,2,4,A,0,3
2001-2002,2001-2002_Arsenal_Chelsea,18,Arsenal,Chelsea,2,1,H,3,0
2001-2002,2001-2002_Arsenal_Derby,28,Arsenal,Derby,1,0,H,3,0
2001-2002,2001-2002_Arsenal_Everton,38,Arsenal,Everton,4,3,H,3,0
2001-2002,2001-2002_Arsenal_Fulham,26,Arsenal,Fulham,4,1,H,3,0
2001-2002,2001-2002_Arsenal_Ipswich,35,Arsenal,Ipswich,2,0,H,3,0
2001-2002,2001-2002_Arsenal_Leeds,1,Arsenal,Leeds,1,2,A,0,3
2001-2002,2001-2002_Arsenal_Leicester,2,Arsenal,Leicester,4,0,H,3,0
2001-2002,2001-2002_Arsenal_Liverpool,21,Arsenal,Liverpool,1,1,D,1,1
2001-2002,2001-2002_Arsenal_Man United,13,Arsenal,Man United,3,1,H,3,0
2001-2002,2001-2002_Arsenal_Middlesbrough,19,Arsenal,Middlesbrough,2,1,H,3,0
2001-2002,2001-2002_Arsenal_Newcastle,16,Arsenal,Newcastle,1,3,A,0,3
2001-2002,2001-2002_Arsenal_Southampton,24,Arsenal,Southampton,1,1,D,1,1
2001-2002,2001-2002_Arsenal_Sunderland,31,Arsenal,Sunderland,3,0,H,3,0
2001-2002,2001-2002_Arsenal_Tottenham,33,Arsenal,Tottenham,2,1,H,3,0
2001-2002,2001-2002_Arsenal_West Ham,36,Arsenal,West Ham,2,0,H,3,0
2001-2002,2001-2002_Aston Villa_Arsenal,29,Aston Villa,Arsenal,1,2,A,0,3
2001-2002,2001-2002_Aston Villa_Blackburn,6,Aston Villa,Blackburn,2,0,H,3,0
2001-2002,2001-2002_Aston Villa_Bolton,10,Aston Villa,Bolton,3,2,H,3,0
2001-2002,2001-2002_Aston Villa_Charlton,9,Aston Villa,Charlton,1,0,H,3,0
2001-2002,2001-2002_Aston Villa_Chelsea,25,Aston Villa,Chelsea,1,1,D,1,1
2001-2002,2001-2002_Aston Villa_Derby,21,Aston Villa,Derby,2,1,H,3,0
2001-2002,2001-2002_Aston Villa_Everton,23,Aston Villa,Everton,0,0,D,1,1
2001-2002,2001-2002_Aston Villa_Fulham,7,Aston Villa,Fulham,2,0,H,3,0
2001-2002,2001-2002_Aston Villa_Ipswich,16,Aston Villa,Ipswich,2,1,H,3,0
2001-2002,2001-2002_Aston Villa_Leeds,34,Aston Villa,Leeds,0,1,A,0,3
2001-2002,2001-2002_Aston Villa_Leicester,14,Aston Villa,Leicester,0,2,A,0,3
2001-2002,2001-2002_Aston Villa_Liverpool,18,Aston Villa,Liverpool,1,2,A,0,3
2001-2002,2001-2002_Aston Villa_Man United,2,Aston Villa,Man United,1,1,D,1,1
2001-2002,2001-2002_Aston Villa_Middlesbrough,12,Aston Villa,Middlesbrough,0,0,D,1,1
2001-2002,2001-2002_Aston Villa_Newcastle,32,Aston Villa,Newcastle,1,1,D,1,1
2001-2002,2001-2002_Aston Villa_Southampton,37,Aston Villa,Southampton,2,1,H,3,0
2001-2002,2001-2002_Aston Villa_Sunderland,4,Aston Villa,Sunderland,0,0,D,1,1
2001-2002,2001-2002_Aston Villa_Tottenham,19,Aston Villa,Tottenham,1,1,D,1,1
2001-2002,2001-2002_Aston Villa_West Ham,27,Aston Villa,West Ham,2,1,H,3,0
2001-2002,2001-2002_Blackburn_Arsenal,23,Blackburn,Arsenal,2,3,A,0,3
2001-2002,2001-2002_Blackburn_Aston Villa,28,Blackburn,Aston Villa,3,0,H,3,0
2001-2002,2001-2002_Blackburn_Bolton,4,Blackburn,Bolton,1,1,D,1,1
2001-2002,2001-2002_Blackburn_Charlton,21,Blackburn,Charlton,4,1,H,3,0
2001-2002,2001-2002_Blackburn_Chelsea,33,Blackburn,Chelsea,0,0,D,1,1
2001-2002,2001-2002_Blackburn_Derby,19,Blackburn,Derby,0,1,A,0,3
2001-2002,2001-2002_Blackburn_Everton,5,Blackburn,Everton,1,0,H,3,0
2001-2002,2001-2002_Blackburn_Fulham,38,Blackburn,Fulham,3,0,H,3,0
2001-2002,2001-2002_Blackburn_Ipswich,28,Blackburn,Ipswich,2,1,H,3,0
2001-2002,2001-2002_Blackburn_Leeds,15,Blackburn,Leeds,1,2,A,0,3
2001-2002,2001-2002_Blackburn_Leicester,10,Blackburn,Leicester,0,0,D,1,1
2001-2002,2001-2002_Blackburn_Liverpool,12,Blackburn,Liverpool,1,1,D,1,1
2001-2002,2001-2002_Blackburn_Man United,1,Blackburn,Man United,2,2,D,1,1
2001-2002,2001-2002_Blackburn_Middlesbrough,14,Blackburn,Middlesbrough,0,1,A,0,3
2001-2002,2001-2002_Blackburn_Newcastle,36,Blackburn,Newcastle,2,2,D,1,1
2001-2002,2001-2002_Blackburn_Southampton,32,Blackburn,Southampton,2,0,H,3,0
2001-2002,2001-2002_Blackburn_Sunderland,18,Blackburn,Sunderland,0,3,A,0,3
2001-2002,2001-2002_Blackburn_Tottenham,2,Blackburn,Tottenham,2,1,H,3,0
2001-2002,2001-2002_Blackburn_West Ham,7,Blackburn,West Ham,7,1,H,3,0
2001-2002,2001-2002_Bolton_Arsenal,37,Bolton,Arsenal,0,2,A,0,3
2001-2002,2001-2002_Bolton_Aston Villa,31,Bolton,Aston Villa,3,2,H,3,0
2001-2002,2001-2002_Bolton_Blackburn,27,Bolton,Blackburn,1,1,D,1,1
2001-2002,2001-2002_Bolton_Charlton,16,Bolton,Charlton,0,0,D,1,1
2001-2002,2001-2002_Bolton_Chelsea,21,Bolton,Chelsea,2,2,D,1,1
2001-2002,2001-2002_Bolton_Derby,29,Bolton,Derby,1,3,A,0,3
2001-2002,2001-2002_Bolton_Everton,11,Bolton,Everton,2,2,D,1,1
2001-2002,2001-2002_Bolton_Fulham,13,Bolton,Fulham,0,0,D,1,1
2001-2002,2001-2002_Bolton_Ipswich,33,Bolton,Ipswich,4,1,H,3,0
2001-2002,2001-2002_Bolton_Leeds,18,Bolton,Leeds,0,3,A,0,3
2001-2002,2001-2002_Bolton_Leicester,19,Bolton,Leicester,2,2,D,1,1
2001-2002,2001-2002_Bolton_Liverpool,2,Bolton,Liverpool,2,1,H,3,0
2001-2002,2001-2002_Bolton_Man United,23,Bolton,Man United,0,4,A,0,3
2001-2002,2001-2002_Bolton_Middlesbrough,1,Bolton,Middlesbrough,1,0,H,3,0
2001-2002,2001-2002_Bolton_Newcastle,7,Bolton,Newcastle,0,4,A,0,3
2001-2002,2001-2002_Bolton_Southampton,4,Bolton,Southampton,0,1,A,0,3
2001-2002,2001-2002_Bolton_Sunderland,6,Bolton,Sunderland,0,2,A,0,3
2001-2002,2001-2002_Bolton_Tottenham,35,Bolton,Tottenham,1,1,D,1,1
2001-2002,2001-2002_Bolton_West Ham,25,Bolton,West Ham,1,0,H,3,0
2001-2002,2001-2002_Charlton_Arsenal,32,Charlton,Arsenal,0,3,A,0,3
2001-2002,2001-2002_Charlton_Aston Villa,22,Charlton,Aston Villa,1,2,A,0,3
2001-2002,2001-2002_Charlton_Blackburn,17,Charlton,Blackburn,0,2,A,0,3
2001-2002,2001-2002_Charlton_Bolton,30,Charlton,Bolton,1,2,A,0,3
2001-2002,2001-2002_Charlton_Chelsea,27,Charlton,Chelsea,2,1,H,3,0
2001-2002,2001-2002_Charlton_Derby,23,Charlton,Derby,1,0,H,3,0
2001-2002,2001-2002_Charlton_Everton,1,Charlton,Everton,1,2,A,0,3
2001-2002,2001-2002_Charlton_Fulham,3,Charlton,Fulham,1,1,D,1,1
2001-2002,2001-2002_Charlton_Ipswich,20,Charlton,Ipswich,3,2,H,3,0
2001-2002,2001-2002_Charlton_Leeds,4,Charlton,Leeds,0,2,A,0,3
2001-2002,2001-2002_Charlton_Leicester,6,Charlton,Leicester,2,0,H,3,0
2001-2002,2001-2002_Charlton_Liverpool,10,Charlton,Liverpool,0,2,A,0,3
2001-2002,2001-2002_Charlton_Man United,25,Charlton,Man United,0,2,A,0,3
2001-2002,2001-2002_Charlton_Middlesbrough,7,Charlton,Middlesbrough,0,0,D,1,1
2001-2002,2001-2002_Charlton_Newcastle,14,Charlton,Newcastle,1,1,D,1,1
2001-2002,2001-2002_Charlton_Southampton,34,Charlton,Southampton,1,1,D,1,1
2001-2002,2001-2002_Charlton_Sunderland,37,Charlton,Sunderland,2,2,D,1,1
2001-2002,2001-2002_Charlton_Tottenham,15,Charlton,Tottenham,3,1,H,3,0
2001-2002,2001-2002_Charlton_West Ham,12,Charlton,West Ham,4,4,D,1,1
2001-2002,2001-2002_Chelsea_Arsenal,3,Chelsea,Arsenal,1,1,D,1,1
2001-2002,2001-2002_Chelsea_Aston Villa,38,Chelsea,Aston Villa,1,3,A,0,3
2001-2002,2001-2002_Chelsea_Blackburn,13,Chelsea,Blackburn,0,0,D,1,1
2001-2002,2001-2002_Chelsea_Bolton,17,Chelsea,Bolton,5,1,H,3,0
2001-2002,2001-2002_Chelsea_Charlton,14,Chelsea,Charlton,0,1,A,0,3
2001-2002,2001-2002_Chelsea_Derby,31,Chelsea,Derby,2,1,H,3,0
2001-2002,2001-2002_Chelsea_Everton,33,Chelsea,Everton,3,0,H,3,0
2001-2002,2001-2002_Chelsea_Fulham,28,Chelsea,Fulham,3,2,H,3,0
2001-2002,2001-2002_Chelsea_Ipswich,11,Chelsea,Ipswich,2,1,H,3,0
2001-2002,2001-2002_Chelsea_Leeds,23,Chelsea,Leeds,2,0,H,3,0
2001-2002,2001-2002_Chelsea_Leicester,7,Chelsea,Leicester,2,0,H,3,0
2001-2002,2001-2002_Chelsea_Liverpool,16,Chelsea,Liverpool,4,0,H,3,0
2001-2002,2001-2002_Chelsea_Man United,35,Chelsea,Man United,0,3,A,0,3
2001-2002,2001-2002_Chelsea_Middlesbrough,5,Chelsea,Middlesbrough,2,2,D,1,1
2001-2002,2001-2002_Chelsea_Newcastle,1,Chelsea,Newcastle,1,1,D,1,1
2001-2002,2001-2002_Chelsea_Southampton,20,Chelsea,Southampton,2,4,A,0,3
2001-2002,2001-2002_Chelsea_Sunderland,29,Chelsea,Sunderland,4,0,H,3,0
2001-2002,2001-2002_Chelsea_Tottenham,28,Chelsea,Tottenham,4,0,H,3,0
2001-2002,2001-2002_Chelsea_West Ham,22,Chelsea,West Ham,5,1,H,3,0
2001-2002,2001-2002_Derby_Arsenal,6,Derby,Arsenal,0,2,A,0,3
2001-2002,2001-2002_Derby_Aston Villa,17,Derby,Aston Villa,3,1,H,3,0
